;Basisthema;Type;Definitie;Eenheid;Ratio;Teller;Noemer;Bron;Laatste jaar beschikbaar;Aanlevering volgende update;Title;Download URL;Vraagstelling survey
23;Cultuur en vrije tijd;Burgerbevraging;Aandeel van de inwoners dat het afgelopen jaar minstens één keer een bibliotheek heeft bezocht in de eigen gemeente/stad of in een andere gemeente/stad.;persoon;procent;De tellers werden berekend op basis van 3 antwoordcategorieën: 'Nooit', 'Tot 12 keer (in 2020 samenvoeging van '1 tot 6 keer' en '7 tot 12 keer')', 'Meer dan 12 keer'. Daarnaast wordt ook de categorie 'Niet aanwezig in mijn gemeente/stad' in beeld gebracht.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Bibliotheekbezoek in eigen of andere gemeente;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_S_03.xlsx;Hoeveel keer bezocht je het afgelopen jaar in jouw gemeente/stad ... een openbare bibliotheek? Antwoordmogelijkheden: 'Niet aanwezig in mijn gemeente/stad', 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'. Hoeveel keer deed je het afgelopen jaar één van de volgende activiteiten in een andere stad of gemeente? Noteer enkel de gemeente waar je het meest bent geweest. Een openbare bibliotheek bezoeken. Antwoordmogelijkheden: 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'. 'In welke andere stad of gemeente deed je dit meestal?'
24;Cultuur en vrije tijd;Geregistreerde statistiek;Aantal exemplaren binnen de bibliotheekcollectie (op papier gedrukt/audiovisueel) naar doelgroep (jeugd/volwassenen/onbekend), per inwoner;exemplaar;per inwoner;Aantal exemplaren;Aantal inwoners;Cultuurconnect, via Departement Cultuur, Jeugd en Media;2021;onbekend;Bibliotheken: exemplaren;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_19.xlsx;
25;Cultuur en vrije tijd;Geregistreerde statistiek;Aantal uitleningen uit de bibliotheekcollectie (van op papier gedrukte of audiovisuele exemplaren) naar doelgroep (jeugd/volwassenen/onbekend), per inwoner;uitlening;per inwoner;Aantal uitleningen;Aantal inwoners;Cultuurconnect, via Departement Cultuur, Jeugd en Media;2021;onbekend;Bibliotheken: uitleningen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_20.xlsx;
26;Cultuur en vrije tijd;Burgerbevraging;Aandeel van de inwoners dat het afgelopen jaar minstens één keer een culturele activiteit heeft bijgewoond in de eigen gemeente/stad of in een andere gemeente/stad.;persoon;procent;De tellers werden berekend op basis van 3 antwoordcategorieën: 'Nooit/niet aanwezig in mijn gemeente', 'Tot 12 keer (in 2020 samenvoeging van '1 tot 6 keer' en '7 tot 12 keer')', 'Meer dan 12 keer'. De categorie 'Niet aanwezig in mijn gemeente' kon hier niet apart in beeld gebracht worden: zie 'Opmerkingen bij de kwaliteit'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Bijwonen culturele activiteit in eigen of andere gemeente;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_S_04.xlsx;"Hoeveel keer ging je het afgelopen jaar in jouw gemeente/stad naar ... een culturele activiteit (toneel, dans, concert, ...)? Antwoordmogelijkheden: 'Niet aanwezig in mijn gemeente/stad', 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'.
Hoeveel keer deed je het afgelopen jaar één van de volgende activiteiten in een andere stad of gemeente? Noteer enkel de gemeente waar je het meest bent geweest. Een culturele activiteit (toneel, dans, concert, ...) bijwonen. Antwoordmogelijkheden: 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'. 'In welke andere stad of gemeente deed je dit meestal?'"
27;Cultuur en vrije tijd;Burgerbevraging;Aandeel van de inwoners dat het afgelopen jaar minstens één keer één of meerdere sportevenementen heeft bijgewoond in de eigen gemeente/stad of in een andere gemeente/stad.;persoon;procent;De tellers werden berekend op basis van 3 antwoordcategorieën: 'Nooit/niet aanwezig in mijn gemeente', 'Tot 12 keer (in 2020 samenvoeging van '1 tot 6 keer' en '7 tot 12 keer')', 'Meer dan 12 keer'. De categorie 'Niet aanwezig in mijn gemeente' kon hier niet apart in beeld gebracht worden: zie 'Opmerkingen bij de kwaliteit'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Bijwonen sportevenement in eigen of andere gemeente;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_S_09.xlsx;"Hoeveel keer ging je het afgelopen jaar in jouw gemeente/stad naar ... een sportevenement? Antwoordmogelijkheden: 'Niet aanwezig in mijn gemeente/stad', 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'. 
Hoeveel keer deed je het afgelopen jaar één van de volgende activiteiten in een andere stad of gemeente? Noteer enkel de gemeente waar je het meest bent geweest. Een sportevenement bijwonen. Antwoordmogelijkheden: 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'. 'In welke andere stad of gemeente deed je dit meestal?'"
28;Cultuur en vrije tijd;Burgerbevraging;Aandeel van de inwoners dat het afgelopen jaar minstens één keer een bioscoop heeft bezocht in de eigen gemeente/stad of in een andere gemeente/stad.;persoon;procent;De tellers werden berekend op basis van 3 antwoordcategorieën: 'Nooit', 'Tot 12 keer (in 2020 samenvoeging van '1 tot 6 keer' en '7 tot 12 keer')', 'Meer dan 12 keer'. Daarnaast wordt ook de categorie 'Niet aanwezig in mijn gemeente/stad' in beeld gebracht.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Bioscoopbezoek in eigen of andere gemeente;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_S_05.xlsx;"Hoeveel keer ging je het afgelopen jaar in jouw gemeente/stad naar ... een bioscoop of filmvoorstelling? Antwoordmogelijkheden: 'Niet aanwezig in mijn gemeente/stad', 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'.
Hoeveel keer deed je het afgelopen jaar één van de volgende activiteiten in een andere stad of gemeente? Noteer enkel de gemeente waar je het meest bent geweest. Bioscoopbezoek of een filmvoorstelling bijwonen. Antwoordmogelijkheden: 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'. 'In welke andere stad of gemeente deed je dit meestal?'"
29;Cultuur en vrije tijd;Burgerbevraging;Aandeel van de inwoners dat het afgelopen jaar regelmatig aan cultuur heeft gedaan in de eigen gemeente/stad of in een andere gemeente/stad (museum, tentoonstelling, galerij of historisch gebouw bezocht, openbare bibliotheek bezocht, culturele activiteit bijgewoond, (zomer)festival, plein- of parkevenement of fuif bijgewoond, bioscoop bezocht of een filmvoorstelling bijgewoond). De samengestelde variabele werd berekend op de orginele 4-punten schaal. In de categorie 'Nooit' zitten de respondenten die voor elke activiteit nooit geantwoord hebben. In de categorie 'Incidenteel' zitten de respondenten die slechts beperkt deelname aan een activiteit hebben gerapporteerd (gemiddelde score van 1,75 of minder op 4). In de categorie 'Regelmatig' zitten respondenten die gemiddeld aan minstens 4 activiteiten hebben deelgenomen of een hoge intensiteit hebben op een aantal activiteiten (scoren hoger dan 1,80 op 4).;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Nooit', 'Incidenteel', 'Regelmatig'. Indicator zijn diegenen met regelmatige cultuurparticipatie.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Cultuur in eigen of andere gemeente;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_S_06.xlsx;"Hoeveel keer bezocht je het afgelopen jaar in jouw gemeente/stad ... een museum, tentoonstelling, galerij of historisch gebouw (kasteel, kerk, ...)? ...een openbare bibliotheek? Antwoordmogelijkheden: 'Niet aanwezig in mijn gemeente/stad', 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'.
Hoeveel keer ging je het afgelopen jaar in jouw gemeente/stad naar ... een culturele activiteit (toneel, dans, concert, ...)? ... een (zomer)festival, een pleinevenement, parkevenement, fuif? ... een bioscoop of filmvoorstelling? Antwoordmogelijkheden: 'Niet aanwezig in mijn gemeente/stad', 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'.
Hoeveel keer deed je het afgelopen jaar één van de volgende activiteiten in een andere stad of gemeente? Noteer enkel de gemeente waar je het meest bent geweest. Een museum, tentoonstelling, galerij of historisch gebouw (kasteel, kerk, ...) bezoeken. Een culturele activiteit (toneel, dans, concert, ...) bijwonen. Een (zomer)festival, plein- of parkevenement of fuif bijwonen. Bioscoopbezoek of een filmvoorstelling bijwonen. Een openbare bibliotheek bezoeken. Antwoordmogelijkheden: 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'. 'In welke andere stad of gemeente deed je dit meestal?'"
30;Cultuur en vrije tijd;Geregistreerde statistiek;Aantal erfgoedverenigingen per 10.000 inwoners.;vereniging;per 10.000 inwoners;Aantal erfgoedverenigingen;Aantal inwoners;FARO;2017;voorjaar 2023;Erfgoedorganisaties- en instellingen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_03.xlsx;
31;Cultuur en vrije tijd;Geregistreerde statistiek;Aantal lokale afdelingen van jeugdbewegingen in Vlaanderen per 10.000 inwoners van 3 tot en met 30 jaar.;afdeling;per 10.000 inwoners;Aantal lokale afdelingen van jeugdbewegingen;Aantal inwoners van 3 tot en met 30 jaar;Koepelorganisaties Vlaamse Jeugdbewegingen;2021;onbekend;Jeugdbewegingen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_09.xlsx;
32;Cultuur en vrije tijd;Geregistreerde statistiek;Aantal leden van amateurkunstenorganisatie per 1.000 inwoners.;lid;per 1.000 inwoners;Aantal leden van amateurkunstenorganisaties;Aantal inwoners;Sisca;2020;voorjaar 2024;Leden amateurkunstenorganisaties;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_02.xlsx;
33;Cultuur en vrije tijd;Geregistreerde statistiek;Aantal leden van lokale afdelingen van jeugdbewegingen in Vlaanderen per 1.000 inwoners van 3 tot en met 30 jaar.;lid;per 1.000 inwoners;Aantal leden van lokale afdelingen van jeugdbewegingen;Aantal inwoners van 3 tot en met 30 jaar;Koepelorganisaties Vlaamse Jeugdbewegingen;2021;onbekend;Leden jeugdbewegingen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_10.xlsx;
34;Cultuur en vrije tijd;Geregistreerde statistiek;Aantal leden van sportclubs aangesloten bij een erkende of gesubsidieerde federatie per 1.000 inwoners. Enkel de erkende of gesubsidieerde sportclubs worden in beeld gebracht. Inwoners: stand op 1 januari van jaar x+1.;lid;per 1.000 inwoners;Aantal leden van sportclubs;Aantal inwoners;Sport Vlaanderen;2021;januari 2024;Leden sportclubs;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_07.xlsx;
35;Cultuur en vrije tijd;Geregistreerde statistiek;Aantal leden van lokale afdelingen van verenigingen sociaal-cultureel volwassenenwerk gekend op Vlaams niveau per 1.000 inwoners.;lid;per 1.000 inwoners;Aantal leden van lokale afdelingen van verenigingen sociaal-cultureel volwassenenwerk;Aantal inwoners;Sisca;2017;voorjaar 2023;Leden verenigingen sociaal-cultureel volwassenenwerk;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_05.xlsx;
36;Samenleven;Burgerbevraging;Aandeel van de inwoners dat lid is van een vereniging.;persoon;procent;Iedereen die van minstens één vereniging lid is, werd in de teller opgenomen.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Participatie in verenigingsleven;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_SA_S_05.xlsx;Ben je lid van een….? Je kan meerdere antwoorden aanduiden. Antwoordmogelijkheden: 'Sportvereniging', 'Jeugdvereniging', 'Natuurvereniging', 'Politieke vereniging', 'Socio-culturele vereniging, 'Seniorenvereniging', 'Hobbyclub (koken, naaien, postzegels verzamelen, wijnproeven,…)', 'Vereniging voor (amateur-)kunstbeoefening (koor, toneel, literatuur, dans,…)', 'Andere'
37;Cultuur en vrije tijd;Geregistreerde statistiek;Aantal aanwezige sportclubs in de gemeente per 1.000 inwoners. Enkel de erkende of gesubsidieerde sportclubs worden in beeld gebracht.;club;per 1.000 inwoners;Aantal sportclubs;Aantal inwoners;Sport Vlaanderen;2021;augustus 2023;Sportclubs;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_06.xlsx;
38;Cultuur en vrije tijd;Burgerbevraging;Aandeel van de inwoners dat het afgelopen jaar minstens één keer gebruik heeft gemaakt van de sportvoorzieningen in de eigen gemeente/stad of in een andere gemeente/stad.;persoon;procent;De tellers werden berekend op basis van 3 antwoordcategorieën: 'Nooit', 'Tot 12 keer (in 2020 samenvoeging van '1 tot 6 keer' en '7 tot 12 keer')', 'Meer dan 12 keer'. Daarnaast wordt ook de categorie 'Niet aanwezig in mijn gemeente/stad' in beeld gebracht.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Sporten in eigen of andere gemeente;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_S_10.xlsx;"Hoeveel keer bezocht je het afgelopen jaar in jouw gemeente/stad ... een sporthal, sportzaal, voetbalveld, atletiekpiste, mountainbikeroutes, ...? Antwoordmogelijkheden: 'Niet aanwezig in mijn gemeente/stad', 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'. 
Hoeveel keer deed je het afgelopen jaar één van de volgende activiteiten in een andere stad of gemeente? Noteer enkel de gemeente waar je het meest bent geweest. Gaan sporten. Antwoordmogelijkheden: 'Nooit', '1 tot 6 keer', '7 tot 12 keer', 'Meer dan 12 keer'. 'In welke andere stad of gemeente deed je dit meestal?'"
39;Cultuur en vrije tijd;Geregistreerde statistiek;Aantal sportaccommodaties in de gemeente per 1.000 inwoners. Inwoners: gemiddelde over jaar x en jaar x+1.;accommodatie;per 1.000 inwoners;Aantal sportaccommodaties;Aantal inwoners;Sport Vlaanderen;2022;januari 2024;Sportinfrastructuur;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_08.xlsx;
40;Cultuur en vrije tijd;Burgerbevraging;Aandeel van de inwoners dat regelmatig actief aan sport doet (activiteiten die minimum 20 minuten duren, zoals zwemmen, fietsen, wandelen, voetballen, …).;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Nooit/Een uitzonderlijke keer', 'Minstens maandelijks' en 'Minstens wekelijks'. De indicator zijn diegenen die minstens wekelijks sporten.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Sportparticipatie;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_S_11.xlsx;"Hoe vaak heb je de voorbije 12 maanden actief aan sport gedaan? Onder actief sporten verstaan we activiteiten die minimum 20 minuten duren (zoals zwemmen, fietsen, wandelen, voetballen, …), niet kaarten, biljarten, schaken. Antwoordmodelijkheden:
'Nooit', 'Een uitzonderlijke keer', 'Maandelijks', 'Meermaals per maand', 'Wekelijks', 'Meermaals per week', 'Dagelijks'"
41;Cultuur en vrije tijd;Burgerbevraging;Aandeel van de inwoners dat tevreden is over de bibliotheekvoorzieningen.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Zeer ontevreden/eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden/Zeer tevreden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om een omvangrijke categorie gaat, wordt dit percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Tevredenheid over bibliotheekvoorzieningen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_S_07.xlsx;Ben je tevreden over de voorzieningen in jouw gemeente/stad? Bibliotheek. Antwoordmogelijkheden: 'Zeer ontevreden', 'Eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden', 'Zeer tevreden', 'Weet niet/niet van toepassing'
42;Cultuur en vrije tijd;Burgerbevraging;Aandeel van de inwoners dat tevreden is over de culturele voorzieningen.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Zeer ontevreden/eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden/Zeer tevreden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om een omvangrijke categorie gaat, wordt dit percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Tevredenheid over culturele voorzieningen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_CU_S_08.xlsx;Ben je tevreden over de voorzieningen in jouw gemeente/stad? Culturele voorzieningen (museum, plek waar culturele activiteiten plaatsvinden zoals film, toneel, concert, muziek, ...). Antwoordmogelijkheden: 'Zeer ontevreden', 'Eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden', 'Zeer tevreden', 'Weet niet/niet van toepassing'
